TIC,toi,toi_tess_disp,toi_tfopwg_disp,toi_period
180607846,3906.01,,APC,0.6451059
165723070,3907.01,,PC,1.7213564
165412561,3908.01,,APC,1.4680992
352682207,4010.03,,CP,1.3483075
289264348,4011.01,,PC,4.3359117
280315875,4012.01,,PC,1.82544
279265701,4013.01,,PC,2.6325313
85791385,4014.01,,PC,2.8067423
85429139,4015.01,,PC,4.7427131
461491274,4016.01,,PC,1.8137851
461491274,4016.02,,PC,4.3962009
407313319,4017.01,,PC,7.0423707
407243316,4018.01,,PC,3.0755983
284305328,4019.01,,FP,2.2963814
120896927,402.01,,CP,4.7559995
120896927,402.02,,CP,17.1796673
10974783,4020.01,,FA,3.2174446
10507330,4021.01,,PC,5.1175439
1271152446,4022.01,,PC,7.2089041
470678283,4023.01,,PC,2.7991658
470169396,4024.01,,PC,6.3262148
441730540,4025.01,,PC,16.2840915
325680697,414.01,,FP,1.82488
400103802,4140.01,,PC,4.2511214
400093775,4141.01,,PC,3.6022715
39573090,4142.01,,PC,3.6593967
371711170,4143.01,,FP,9.8482192
313194972,4144.01,,PC,16.9020565
279947414,4145.01,,CP,4.0664446
23124038,4146.01,,APC,0.7011578
138329479,4147.01,,PC,2.3745416
137157546,4148.01,,FP,3.6841446
103096524,4149.01,,PC,3.2928068
152476657,415.01,,KP,3.6112621
102719996,4150.01,,PC,9.7938352
406926040,4151.01,,PC,11.6999152
1813844121,4152.01,,PC,1.5822588
470171739,4153.01,,CP,4.6174254
470156846,4154.01,,PC,7.3446285
467331291,4155.01,,CP,3.3207642
192520375,4251.01,,FP,0.9109508
145038729,4252.01,,PC,2.6085023
145249556,4253.01,,PC,3.4192373
92744152,4254.01,,PC,1.1462769
82302240,4255.01,,FP,2.5057108
77102895,4256.01,,FP,1.0962372
75208638,4257.01,,FP,4.6512523
74484886,4258.01,,FP,3.8505662
268643535,4259.01,,PC,8.9612626
189013224,426.01,,CP,1.3205037
74967390,4260.01,,PC,5.4588359
74197917,4261.01,,FP,1.5040804
53365065,4262.01,,PC,5.9977892
48276576,4263.01,,FP,0.8334976
45996325,4264.01,,PC,3.1580472
118308828,4265.01,,FP,3.7353995
442050698,4266.01,,APC,0.8118585
80783538,4267.01,,APC,1.2125595
161003569,3909.01,,PC,3.5115357
382391899,391.01,,KP,1.9550932
158617175,3910.01,,PC,5.7158895
158497525,3911.01,,PC,9.3517097
156648452,3912.01,,CP,3.4936188
155898758,3913.01,,PC,4.0384773
139118482,3914.01,,FP,6.7136512
81247877,3915.01,,PC,2.2012625
68074302,3916.01,,PC,3.4014954
68035558,3917.01,,FA,8.3289771
23815847,3918.01,,PC,3.0654283
23769326,3919.01,,CP,7.4332642
328350926,392.01,,APC,0.8490674
2016376984,3920.01,,FA,2.317939
1101909431,3921.01,,FP,23.2556119
1101855081,3922.01,,PC,3.8960617
467265105,3923.01,,PC,4.1377886
456042145,3924.01,,FP,2.0474832
435167167,3925.01,,FP,3.0330919
428963229,4026.01,,PC,3.1239771
427866520,4027.01,,PC,3.6074546
406634633,4028.01,,PC,3.9589142
393633044,4029.01,,PC,5.8850401
257567854,403.01,,KP,3.532822
390021939,4030.01,,PC,2.5089892
389968080,4031.01,,PC,10.0462596
387603144,4032.01,,FP,2.4567112
387330895,4033.01,,PC,3.6142971
375654303,4034.01,,PC,1.8020923
372392226,4035.01,,PC,3.0295916
367913453,4036.01,,FP,2.7761628
367287018,4037.01,,FP,4.7257129
366580825,4038.01,,PC,4.2989288
366120401,4039.01,,PC,4.7308142
166833457,404.01,,KP,2.9626402
356786657,4040.01,,PC,7.1357259
345645749,4041.01,,PC,7.8808589
332393279,4042.01,,PC,2.3238426
462553953,4156.01,,PC,4.461878
462553953,4156.02,,PC,12.822639
461538935,4157.01,,FP,5.289835
441797394,4158.01,,PC,13.4167713
441600335,4159.01,,APC,0.8659846
49899799,416.01,,FP,7.0114
441580526,4160.01,,PC,4.4427146
441572821,4161.01,,PC,4.2607797
420114036,4162.01,,PC,4.3744258
420112217,4163.01,,PC,21.5615248
420108587,4164.01,,FP,3.522843
398371628,4165.01,,PC,7.1406422
389777651,4166.01,,PC,5.236124
377165123,4167.01,,FP,14.793901
372758077,4168.01,,PC,29.3821476
372747949,4169.01,,PC,3.4026932
339733013,417.01,,FP,5.6215458
366972162,4170.01,,PC,2.190225
341272282,4268.01,,FP,0.8133123
178657161,4269.01,,PC,4.5766182
70914192,427.01,,APC,0.6090253
151920165,4270.01,,CP,3.4671474
146842334,4271.01,,PC,4.5016988
146664561,4272.01,,PC,2.7302636
133331642,4273.01,,PC,2.9346956
290388627,4274.01,,PC,0.4459299
363635669,4275.01,,FP,0.7617828
469811655,4276.01,,PC,11.851162
466682238,4277.01,,PC,3.2738129
466222485,4278.01,,PC,1.7519943
407146536,4279.01,,FP,2.0976705
117979850,428.01,,APC,0.6333315
387193925,4280.01,,PC,3.518972
384386061,4281.01,,FP,5.7626055
374348168,4282.01,,PC,13.5098037
343952976,4283.01,,PC,3.0131053
280726137,4284.01,,PC,3.5008785
124235800,4898.01,,PC,2.7652293
376610581,4899.01,,PC,2.3908076
455135327,490.01,,KP,2.8106013
425508314,4900.01,,PC,7.6650157
107017977,4901.01,,PC,16.0462248
358072664,4902.01,,FP,4.1934945
457789844,4903.01,,PC,4.9142901
464388115,4904.01,,PC,2.4118274
463011281,4905.01,,PC,11.1378464
385459345,4906.01,,PC,11.9768241
447585233,4907.01,,PC,3.3405202
356835341,4908.01,,PC,19.7112002
272211398,4909.01,,PC,11.6484665
468987719,491.01,,KP,3.3326812
303327435,4910.01,,PC,5.506691
303814029,4911.01,,PC,4.4573401
219769290,4912.01,,PC,7.4105517
72401290,4913.01,,PC,6.5430693
49254857,4914.01,,CP,10.5988743
306990399,5034.01,,PC,8.7042937
401509690,5035.01,,PC,5.8009082
406726743,5036.01,,PC,17.7481897
263486257,5037.01,,PC,4.1245473
127115861,5038.01,,PC,0.9990876
396649769,5039.01,,PC,2.1967461
219164808,504.01,,FP,1.6773063
412828754,5040.01,,PC,3.3808424
324609476,5041.01,,FP,0.733892
282221346,5042.01,,PC,5.6316098
75522633,5043.01,,PC,3.8027513
298946836,5044.01,,PC,5.5556615
297950791,5045.01,,PC,3.4792084
306512967,5046.01,,PC,11.1838046
291857895,5047.01,,PC,7.3142625
323022088,5048.01,,APC,1.3583233
261020738,5049.01,,PC,2.9204289
268644785,505.01,,KP,3.3294649
337647366,5158.01,,PC,4.7464485
286712787,5159.01,,PC,5.8365098
286712787,5159.02,,PC,3.6469454
318937509,516.01,,APC,1.04855
4165850,5160.01,,PC,4.2807509
277697921,5161.01,,PC,5.7519475
60286662,5162.01,,KP,8.5623289
115010361,5163.01,,KP,15.4658691
6892385,5164.01,,KP,8.2669589
349986198,5165.01,,CP,3.577501
59582240,5166.01,,PC,1.7726881
458686504,5167.01,,PC,4.8740385
363548415,5168.01,,KP,6.7713411
350023518,5169.01,,PC,8.0387972
308307606,517.01,,FP,9.8850244
330690135,5170.01,,KP,14.7565015
110996418,5171.01,,PC,15.7814103
250330564,5285.01,,PC,4.3852176
301035553,5286.01,,PC,3.2988824
909930,5287.01,,APC,4.1976789
857186,5288.01,,PC,3.8123614
176279915,5289.01,,CP,3.4411264
438490744,529.01,,FP,1.665878
224217761,5290.01,,PC,2.5688104
250983039,5291.01,,PC,2.3007511
33397739,5292.01,,PC,2.0231137
250111245,5293.01,,CP,2.9304371
422486295,5294.01,,PC,5.6707432
4619242,5295.01,,APC,4.3023572
241102583,5296.01,,FP,1.7386091
422423972,5297.01,,PC,3.3014986
313835568,5298.01,,PC,2.6831464
407997410,5299.01,,PC,2.5792489
387690507,530.01,,CP,6.3875739
267215820,5300.01,,PC,2.2623535
58825110,5301.01,,CP,5.8588751
440937096,4915.01,,PC,3.3362143
454069765,4916.01,,KP,4.1197036
317362389,4917.01,,PC,4.7738904
60859922,4918.01,,PC,6.5329169
155419920,4919.01,,PC,3.6470909
17746821,492.01,,KP,3.1220166
132611413,4920.01,,PC,2.5329225
404227343,4921.01,,PC,3.4975869
411943564,4922.01,,PC,7.5492321
219181903,4923.01,,PC,12.9175271
307099276,4924.01,,PC,3.1467665
399847887,4925.01,,PC,3.9511085
454828937,4926.01,,PC,6.809144
376421071,4927.01,,PC,0.8166936
448820344,4928.01,,PC,2.7792649
359403471,4929.01,,PC,2.5547255
19025965,493.01,,PC,5.944441
307221757,4930.01,,PC,6.7789159
296850254,4931.01,,PC,6.7635161
282701278,5050.01,,PC,2.3064574
217933560,5051.01,,PC,3.5980715
208151094,5052.01,,PC,4.0668104
324426685,5053.01,,PC,9.8830331
401704685,5054.01,,PC,4.2100055
407146538,5055.01,,FP,2.0915616
216925130,5056.01,,PC,7.6686232
37291237,5057.01,,PC,1.1437772
277034534,5058.01,,PC,23.7123919
458027465,5059.01,,PC,8.7876771
274138511,506.01,,FP,2.774207
16264917,5060.01,,PC,1.2695326
214218272,5061.01,,PC,3.3645349
294768072,5062.01,,PC,6.2244575
173979859,5063.01,,PC,3.613799
407127579,5064.01,,PC,3.5108018
243244680,5065.01,,KP,19.4921473
56655478,5066.01,,PC,1.3454079
117275513,5067.01,,KP,4.6886342
53287554,5172.01,,PC,4.7269294
98669309,5173.01,,KP,4.0035773
49428710,5174.01,,CP,12.2193392
55266835,5175.01,,PC,6.8548465
437054764,5176.01,,PC,20.3550739
350033870,5177.01,,CP,2.2085904
149969625,5178.01,,KP,14.0666014
288671122,5179.01,,PC,0.2874782
264979636,518.01,,PC,17.87897
346972413,5180.01,,PC,2.7779767
346667887,5181.01,,PC,3.8922407
99654378,5182.01,,PC,7.3039588
298829544,5183.01,,PC,2.7395591
28643432,5184.01,,FP,2.2750903
462808933,5185.01,,PC,4.2788309
68453985,5186.01,,PC,2.503254
441590110,5187.01,,PC,17.8597459
337025682,5302.01,,PC,4.2417694
58798731,5303.01,,PC,9.809558
293407882,5304.01,,PC,3.7079439
408743161,5305.01,,PC,4.4632038
387401076,5306.01,,PC,5.3331348
369477998,5307.01,,APC,5.2976347
422653398,5308.01,,FP,8.34034
52052461,5309.01,,PC,6.4666483
302895996,531.01,,FP,0.567995
306204904,5310.01,,FP,11.2036244
306401382,5311.01,,PC,39.0536929
399724238,5312.01,,PC,46.1965072
347469901,5313.01,,PC,3.2571037
302202317,5314.01,,PC,2.5351022
126982221,5315.01,,PC,2.4704071
309439436,5316.01,,PC,0.9997277
408824640,5317.01,,PC,8.662046
435871546,5318.01,,PC,4.9583217
246965431,5319.01,,CP,4.0785273
144700903,532.01,,CP,2.32664
257562160,5320.01,,APC,0.3852177
243153196,5321.01,,FP,10.1392267
336691874,5322.01,,PC,5.4233428
272146465,5323.01,,APC,5.8049376
408643099,5324.01,,PC,5.0269053
270406298,5325.01,,APC,15.057596
257922326,5326.01,,PC,3.133469
303502327,5327.01,,PC,4.6671176
58372253,5328.01,,PC,5.4886518
61145589,5329.01,,PC,3.7796053
309791156,533.01,,PC,19.5715862
436843539,5330.01,,PC,4.6303272
387544178,5331.01,,PC,22.7545332
387515920,5332.01,,PC,3.9544873
96948338,5333.01,,PC,11.4420309
247409676,5334.01,,PC,3.6136326
381360750,5335.01,,PC,3.6139919
430099722,5336.01,,PC,4.0153167
27294830,5337.01,,FP,0.7135221
467615239,5338.01,,PC,2.6429687
101348333,5339.01,,PC,15.1873222
281909674,534.01,,KP,4.0350444
14156936,5340.01,,PC,4.9393117
90669930,5341.01,,PC,20.6875239
356990855,5342.01,,PC,0.5894678
34980970,5343.01,,PC,12.836391
16005254,5344.01,,CP,3.7927572
96165095,5345.01,,PC,1.1062164
26018819,5346.01,,PC,3.9783327
21119973,5347.01,,PC,1.7109175
366527844,5348.01,,PC,3.089007
26054627,5349.01,,CP,3.3176675
280210963,535.01,,KP,2.8280391
68808155,5350.01,,PC,7.5811005
27476314,5351.01,,PC,2.8817237
69995219,5352.01,,PC,2.0389145
113919944,5353.01,,FP,1.2297408
34781378,5354.01,,PC,4.7949288
96170689,5355.01,,PC,9.6125545
467684543,5356.01,,PC,3.1948695
150006846,5357.01,,PC,9.6995203
46631742,5358.01,,PC,2.6599132
90767677,5359.01,,PC,1.6817287
234825296,536.01,,KP,9.2432303
427578289,5360.01,,APC,4.0107869
366602797,5361.01,,FP,1.3574339
308522539,5362.01,,PC,13.7279713
426448042,5363.01,,PC,6.7504762
366754985,5364.01,,PC,1.4466879
21132157,5365.01,,PC,4.0069668
45034406,5366.01,,PC,1.5328484
81178747,5367.01,,PC,1.6649585
56457123,5368.01,,PC,3.612762
113804153,5369.01,,PC,4.2460352
79316101,5417.01,,PC,2.8675385
115564354,5418.01,,FP,1.6421819
68443254,5419.01,,PC,4.8002161
49771092,542.01,,PC,1.6318282
195155818,5420.01,,PC,6.0614403
47132480,5421.01,,PC,6.5552932
80611440,5422.01,,PC,5.3767997
47319867,5423.01,,PC,5.7188414
47319867,5423.02,,PC,3.3928027
436099179,5424.01,,FP,0.8999342
429501231,5425.01,,APC,0.4553752
127957099,5426.01,,APC,5.8095099
52420398,5427.01,,PC,5.2374183
76545118,5428.01,,PC,3.0343155
5800958,5429.01,,FP,4.2318085
53593457,543.01,,FP,0.530893
46774573,5430.01,,PC,3.8635521
302895184,5431.01,,PC,4.788785
234112540,537.01,,KP,4.0379012
400381085,5370.01,,PC,3.7539574
17457400,5371.01,,PC,1.27615
371470493,5372.01,,PC,11.6270831
9155187,5373.01,,KP,4.1878375
20096620,5374.01,,KP,2.9164004
71268730,5375.01,,PC,1.7215575
219113246,5376.01,,APC,2.9859596
467153319,5377.01,,PC,4.4626933
321069529,5378.01,,PC,5.2841676
328325110,5379.01,,APC,12.7426508
237751146,538.01,,FP,1.669769
441587756,5380.01,,PC,3.7723119
241174783,5381.01,,FP,4.0802864
356472238,5382.01,,PC,14.5416243
166053959,5383.01,,PC,2.8114961
165297570,5384.01,,KP,2.9895092
85266608,5385.01,,PC,5.1665549
202425357,5386.01,,PC,3.6215615
166086403,5387.01,,PC,2.8037514
407591297,5388.01,,CP,2.594675
39143128,5389.01,,PC,10.4014008
238004786,539.01,,PC,0.3096062
8853478,5390.01,,PC,15.0619708
298600443,5391.01,,APC,13.6421377
198512478,5392.01,,PC,17.5313321
313425396,5393.01,,PC,30.0017176
61109252,5394.01,,APC,15.1935123
298070500,5395.01,,PC,6.5811814
202428245,5396.01,,FP,32.1400505
18019350,5397.01,,PC,9.6477019
8260536,5398.01,,CP,10.590923
8260536,5398.02,,CP,4.7728997
284688043,5399.01,,FP,4.0625969
200322593,540.01,,CP,1.2391534
332564140,5400.01,,PC,19.8067259
397058826,5401.01,,CP,6.8291029
29781207,5402.01,,PC,3.3174026
438519486,5403.01,,PC,12.8355591
56798909,5404.01,,PC,2.177475
172353721,5405.01,,PC,9.0711977
127226712,5406.01,,PC,0.8045139
372424377,5407.01,,PC,5.4683192
430093142,5408.01,,PC,0.9598377
115628210,5409.01,,APC,0.594385
143271144,541.01,,APC,1.3534084
76882795,5410.01,,PC,4.1059353
76032342,5411.01,,PC,3.0604071
386197662,5412.01,,PC,0.3828485
269838674,5413.01,,PC,12.612483
371164829,5414.01,,PC,10.7833596
52517713,5415.01,,PC,2.9858191
87405719,5416.01,,PC,13.0086903
86898676,5432.01,,PC,2.9525486
75697959,5433.01,,PC,4.1459886
307377219,5434.01,,FP,4.1629444
294309873,5435.01,,PC,1.2699324
155369758,5436.01,,PC,11.9285531
6853696,5437.01,,PC,3.42015
367193060,5438.01,,PC,2.5842514
247912728,5439.01,,PC,5.0775738
50618703,544.01,,CP,1.5483542
29374525,5440.01,,FP,3.813812
91697121,5441.01,,PC,2.8633026
393546540,5696.02,,CP,32.429738
393546540,5696.03,,PC,
416739490,5697.01,,PC,6.2183322
264052454,5698.01,,PC,2.346931
224328450,5699.01,,PC,22.0183163
126733133,570.01,,FP,1.4687098
76193403,5700.01,,PC,1.7812778
406684949,5442.01,,APC,12.7091678
400515645,5443.01,,PC,1.6757659
367193046,5444.01,,APC,10.2780324
255735567,5445.01,,APC,6.3780197
84788795,5446.01,,FP,4.4977307
239722954,5447.01,,FP,1.4958429
291016451,5448.01,,PC,3.214031
119130170,5449.01,,PC,2.5444539
37168957,545.01,,KP,1.9000862
6653897,5450.01,,FP,0.8857522
69028091,5451.01,,PC,1.6822448
101569583,5452.01,,PC,0.9907914
58997701,5453.01,,PC,8.3762443
26406123,5454.01,,PC,3.7196227
75171363,5455.01,,PC,4.267781
87044036,5456.01,,FP,1.0711292
456971986,5457.01,,PC,1.2452975
367434266,5458.01,,PC,22.0632969
1942969,5459.01,,PC,2.8078585
36440357,546.01,,KP,9.2016496
445990611,5460.01,,PC,6.2987919
118963720,5461.01,,PC,7.4603194
79971247,5462.01,,PC,3.5533716
437786834,5463.01,,PC,1.100804
171646471,5464.01,,PC,1.1606902
87827371,5465.01,,APC,4.3983492
45368525,5466.01,,PC,2.8066134
83275782,5467.01,,CP,2.6570006
172222885,5468.01,,PC,20.9233666
302419660,5469.01,,PC,29.3312035
36352297,547.01,,KP,1.5089635
367267217,5470.01,,APC,1.450491
47132361,5471.01,,PC,4.9017215
76798849,5472.01,,PC,2.2703829
81808065,5473.01,,PC,7.5554044
97669493,5474.01,,PC,8.4332312
78601408,5475.01,,APC,10.0532043
353361266,5476.01,,PC,10.3413829
127229631,5477.01,,PC,5.8936518
95122849,5478.01,,APC,8.3026667
95122849,5478.02,,FP,10.1197017
67444896,5479.01,,PC,15.1306782
42821097,548.01,,KP,3.8971203
46307587,5480.01,,PC,3.6079916
69295263,5481.01,,PC,3.9315754
459947163,5482.01,,PC,7.9923268
192982424,5483.01,,PC,3.7702854
443961200,5484.01,,APC,1.1282471
186815660,5485.01,,PC,2.5840753
291109653,5486.01,,PC,2.0247088
302305400,5487.01,,PC,4.6549271
281815702,5488.01,,PC,3.1910454
468983280,5489.01,,PC,3.1522131
468983280,5489.02,,PC,4.9212788
32830028,549.01,,FP,0.516278
59575189,5490.01,,PC,2.5193047
247166992,5491.01,,PC,5.0280368
350024178,5492.01,,PC,2.9238483
468979441,5493.01,,PC,24.4383239
468979441,5493.02,,PC,9.4043652
468979441,5493.03,,CP,14.5643289
14440334,5494.01,,PC,2.0760349
380671216,5495.01,,PC,9.6569059
323658120,5496.01,,FP,43.8418559
270679144,5497.01,,PC,11.2120396
262736264,5498.01,,PC,18.2050594
386772576,5499.01,,PC,4.8038446
311183180,550.01,,FP,13.24981
311183180,550.02,,FP,10.043245
62740096,5500.01,,PC,1.7530712
94823134,5501.01,,PC,24.166804
126322519,5502.01,,PC,11.6260799
141762491,5588.01,,PC,8.9109435
51094586,5589.01,,PC,5.6895053
209459275,559.01,,CP,6.9839072
9907513,5590.01,,PC,1.2749899
192969211,5591.01,,PC,12.8665269
88529975,5592.01,,PC,2.6085851
468433454,5593.01,,PC,4.7974601
53394475,5594.01,,PC,9.2271917
302908969,5595.01,,PC,5.9900508
203144354,5596.01,,APC,0.3642961
85284138,5597.01,,PC,1.9784368
237108775,5598.01,,PC,6.2948747
159160230,5599.01,,PC,5.4368408
101011575,560.01,,CP,6.3980642
101011575,560.02,,CP,18.8792871
287268770,5600.01,,PC,10.717359
237097499,5601.01,,PC,9.5197732
101592219,5602.01,,PC,5.4853379
224293782,5603.01,,PC,0.5736183
43276438,5701.01,,PC,15.0764899
141985686,5702.01,,FA,3.1291319
10792081,5703.01,,PC,10.1694553
148673433,5704.01,,CP,3.7711066
165625229,5705.01,,PC,10.5998647
137843225,5706.01,,PC,0.3576555
441614965,5707.01,,PC,2.0364271
335813325,5708.01,,PC,2.6953698
286813592,5709.01,,PC,3.3810227
270468559,571.01,,KP,4.6418435
173002823,5710.01,,PC,28.4064643
441804533,5711.01,,PC,16.303675
388898854,5712.01,,PC,8.2077264
219041246,5713.01,,CP,10.4419896
467158766,5714.01,,PC,7.7784947
147923561,5715.01,,PC,6.2822993
350044062,5503.01,,FP,5.9522831
95079513,5504.01,,PC,13.2414304
374350678,5505.01,,PC,11.1064221
385312460,5506.01,,PC,19.5862903
377097547,5507.01,,PC,1.5068165
406140233,5508.01,,PC,3.1816478
35285308,5509.01,,PC,5.7656076
192826603,551.01,,KP,2.6473051
26865340,5510.01,,PC,5.7380349
389040826,5511.01,,PC,4.7174703
366698929,5512.01,,PC,4.5589188
184869170,5513.01,,FP,7.7235903
63190194,5514.01,,PC,1.7459947
55275863,5515.01,,PC,8.5926333
70678449,5516.01,,PC,4.3776584
307951656,5517.01,,PC,4.5867288
386620582,5518.01,,APC,4.469996
443582629,5519.01,,PC,5.8512587
237015185,5604.01,,PC,11.1801504
252469648,5605.01,,PC,5.9133875
171599496,5606.01,,PC,1.236949
233070717,5607.01,,PC,3.2750907
229713401,5608.01,,PC,6.4424263
17122808,5609.01,,PC,4.019251
377064495,561.01,,CP,10.778833
377064495,561.02,,CP,0.4465713
377064495,561.03,,CP,25.7122157
377064495,561.04,,CP,
252481136,5610.01,,PC,7.9454767
232624234,5611.01,,PC,11.3630224
232624234,5611.02,,PC,26.7159918
18021087,5612.01,,PC,7.1314563
165413340,5613.01,,PC,12.782983
148960849,5614.01,,PC,4.172202
235711993,5615.01,,PC,11.7672708
154220877,5616.01,,CP,2.002703
298074836,5716.01,,CP,6.7662729
53481079,5717.01,,PC,13.478722
17932757,5718.01,,PC,716.8426894
4843495,5719.01,,PC,
289535142,572.01,,APC,2.3382709
230055368,5720.01,,CP,1.4344602
85292615,5721.01,,PC,729.4823472
458481611,5722.01,,PC,61.3191144
235901733,5723.01,,PC,170.6465146
162631539,5724.01,,PC,697.4037698
1042432,5725.01,,PC,746.9545356
71582156,5726.01,,CP,5.4911302
357048995,5727.01,,PC,6.3928694
219875976,5728.01,,PC,11.4974559
103605399,5729.01,,PC,554.4989676
44737596,552.01,,CP,2.788654
374180079,5520.01,,KP,14.69808
374180079,5520.02,,KP,19.4834833
396932137,5521.01,,PC,18.5146638
366409685,5522.01,,APC,1.3852161
443616612,5523.01,,PC,
443616612,5523.02,,KP,3.4712803
277833995,5524.01,,KP,2.2979915
345450130,5525.01,,PC,2.7521595
335540507,5526.01,,PC,10.864728
415399713,5527.01,,PC,346.1614828
458686847,5528.01,,KP,1.2916034
366411016,5529.01,,KP,8.8652886
161477033,553.01,,FA,14.058151
161477033,553.02,,PC,11.9234819
9376973,5617.01,,PC,3.154201
56999883,5618.01,,PC,3.5254325
224299081,5619.01,,PC,37.9984529
413248763,562.01,,CP,3.9306027
165414210,5620.01,,PC,3.2856588
219467837,5621.01,,FP,39.9753375
288162228,5622.01,,PC,3.0594206
420174131,5623.01,,PC,3.6636707
53498154,5624.01,,CP,13.7317565
53498154,5624.02,,CP,3.3903593
53498154,5624.03,,CP,7.8854383
53498154,5624.04,,CP,21.4904723
137020480,5625.01,,PC,3.4645195
376645976,5626.01,,PC,716.2159783
335813590,5627.01,,PC,7.5575607
135100529,5628.01,,CP,4.3415097
298437387,5629.01,,PC,2.2853731
405454160,563.01,,PC,731.9380939
296780789,573.01,,APC,13.5773431
138820713,5730.01,,CP,1.9271225
188668950,5731.01,,PC,270.303816
335952150,5732.01,,PC,60.1702823
224297408,5733.01,,PC,8.2751966
9989136,5734.01,,CP,6.1841688
157769780,5735.01,,PC,2.1208156
310380289,5736.01,,PC,0.6489868
229618478,5737.01,,PC,19.4480946
198162530,5738.01,,PC,0.768125
198162530,5738.02,,PC,28.5462089
328934980,5739.01,,CP,8.4306162
315002523,574.01,,KP,3.3023907
230087765,5740.01,,PC,1.689442
159851831,5741.01,,PC,24.0004143
258557847,5742.01,,FP,3.965824
161477033,553.03,,PC,40.8905117
244170332,5530.01,,PC,0.4774382
88114177,5531.01,,CP,4.5352255
318836983,5532.01,,PC,5.6539689
318836983,5532.02,,PC,2.3929801
155093420,5533.01,,PC,1.6098954
176868951,5534.01,,KP,0.3693057
411697517,5535.01,,KP,3.3863171
268143410,5536.01,,PC,3.1479748
17555760,5537.01,,PC,22.2897649
337648770,5538.01,,PC,23.899595
178266267,5539.01,,PC,7.1123703
407966340,554.01,,CP,7.0491608
407966340,554.02,,CP,3.0440441
456305193,5540.01,,FP,1.0995742
231721006,5541.01,,PC,9.0182382
316416562,5630.01,,PC,3.2220038
347430350,5631.01,,KP,2.2438471
420779000,5632.01,,KP,4.2342153
119131709,5633.01,,PC,17.2837172
119585136,5634.01,,CP,2.2054776
233173039,5635.01,,PC,25.0577354
105616091,5636.01,,PC,4.2744435
136992839,5637.01,,PC,17.7916498
154258295,5638.01,,PC,1.0034686
166054851,5639.01,,PC,3.3957241
1003831,564.01,,CP,1.6511456
373729723,5640.01,,FP,13.0518467
141202786,5641.01,,PC,2.1808015
160521907,5642.01,,PC,10.2682326
284592754,5643.01,,APC,17.1101127
441658213,5644.01,,APC,6.640285
156377968,5645.01,,PC,4.5362433
366804698,5646.01,,CP,2.4277208
408310006,576.01,,CP,5.4435354
255907107,5760.01,,PC,7.924204
428703516,5761.01,,APC,19.5422056
257531677,5762.01,,PC,3.946066
354832924,5763.01,,PC,6.9541458
150476057,5764.01,,PC,5.0859973
397763985,5765.01,,PC,3.8779743
353225230,5766.01,,APC,0.5721596
351652998,5767.01,,PC,4.015073
470990157,5768.01,,PC,3.7749324
462715015,5769.01,,FP,1.7548863
410094645,577.01,,APC,3.329754
23179035,5770.01,,PC,1.4529225
459836041,5771.01,,PC,6.6867154
313609787,5772.01,,PC,3.5023306
445795465,5773.01,,PC,2.7404478
9701368,5774.01,,PC,5.4049747
289666986,5775.01,,PC,2.4369467
310728245,5776.01,,PC,4.1816344
466206508,5542.01,,CP,75.1247037
17385917,5543.01,,CP,3.5424466
68893269,5544.01,,PC,4.2050741
301624989,5545.01,,PC,1.9613369
59744366,5546.01,,PC,9.8479326
63013648,5547.01,,FP,19.6304978
155012162,5548.01,,PC,18.9690014
6499453,5549.01,,PC,7.4323882
170849515,555.01,,CP,1.9416366
195187769,5550.01,,PC,13.955959
387974148,5551.01,,PC,2.40541
3224605,5552.01,,PC,28.6503407
218354669,5553.01,,PC,1.7617165
91287873,5554.01,,PC,26.694279
388804061,5555.01,,KP,32.9373717
55315929,5556.01,,KP,0.7195712
67743054,5647.01,,PC,4.0134273
23863106,5648.01,,FP,3.3078803
392319808,5649.01,,PC,4.7518771
1103432,565.01,,APC,3.7271641
353807936,5650.01,,PC,34.2825595
256326844,5651.01,,PC,10.6893108
232628532,5652.01,,PC,18.2598774
298729646,5653.01,,PC,7.4992916
233465389,5654.01,,PC,4.2528141
282940781,5655.01,,PC,29.120986
458458156,5656.01,,PC,3.2487833
441736986,5657.01,,PC,0.8037513
119178132,5658.01,,PC,1.6064494
207491214,5659.01,,APC,6.2230846
1133072,566.01,,FP,0.846542
311116297,5660.01,,PC,4.8183501
349312122,5661.01,,PC,2.8329023
422217860,5662.01,,PC,2.3144207
198161914,5663.01,,PC,45.0854117
459189798,5777.01,,PC,6.9171675
264468702,5778.01,,PC,6.0962241
102846772,5779.01,,PC,10.2515829
423275733,578.01,,KP,2.0528684
43333094,5780.01,,PC,7.5358996
279920478,5781.01,,PC,5.38265
158845573,5782.01,,PC,5.0048582
319684122,5783.01,,PC,5.4459647
302814895,5784.01,,FP,8.6800186
456367532,5785.01,,PC,3.0783215
40292751,5786.01,,CP,12.7791964
446616059,5787.01,,FP,3.1072375
42883782,5788.01,,CP,16.2134274
42883782,5788.02,,CP,6.3346129
87216634,5789.01,,CP,12.9256051
238061845,579.01,,PC,1.6843068
187333348,5790.01,,APC,2.1981511
110936761,5791.01,,FP,2.2906144
95423778,5792.01,,APC,0.7036041
323687123,5557.01,,CP,4.0179805
14570099,5558.01,,KP,26.1944549
456945304,5559.01,,KP,2.1408063
59003115,556.01,,FP,2.294185
238606535,5560.01,,PC,702.469227
330637910,5561.01,,PC,2.0074528
