TIC,RAJ2000,DEJ2000,Tmag
386160810,139.209975,-53.970371,13.09
89383957,301.226375,30.980368,13.18
457801118,158.350237,-58.536437,13.73
465390277,163.402812,-61.417441,13.68
43369120,261.245033,18.493982,13.61
356056914,246.649229,21.787626,13.25
442683122,237.967875,-33.054415,13.64
229612753,277.810267,74.485789,14.36
305122323,165.640863,-56.807201,14.35
466507480,166.141556,-60.542038,14.03
117158713,129.11831,23.972962,14.11
161101296,227.928609,-42.21092,13.89
307517618,94.014928,46.022207,14.02
2048673132,351.832179,61.88812,14.17
403680605,37.144917,58.845219,13.94
464750142,156.929447,-59.735783,14.33
386205624,111.6879,-14.02006,13.95
67246200,311.824603,37.372808,14.16
145599042,132.650617,-50.088261,14.2
88112999,303.776378,13.081059,14.22
405257355,114.102646,-17.380239,14.24
394003174,261.94301,13.794679,14.0
393920221,128.445796,-35.546104,14.3
452557937,142.319419,-74.675265,13.99
414578023,336.927439,55.35664,13.89
275371226,269.121413,18.617521,14.2
468888637,56.79487,11.17674,14.08
13841231,37.582055,63.389796,14.03
63206701,292.367271,46.063243,14.04
373953668,28.241639,65.108025,14.21
142841561,119.232774,-23.237846,14.01
83760154,216.991506,-24.492194,14.31
256180238,276.227563,20.022332,14.36
457566715,157.862737,-55.094531,14.19
219586166,305.994214,21.932498,14.01
10037750,269.840377,-8.632276,14.14
62048731,274.31465,-31.06798,14.0
453941747,154.351286,-69.080592,14.12
319667639,95.099222,19.094275,14.1
410907337,160.529088,-53.04175,13.94
286026002,54.008395,52.221912,14.07
260354948,94.994295,-56.712985,14.08
341793116,121.572078,-59.790865,14.23
75629878,139.125263,-42.809571,14.31
149927592,161.995719,61.612709,14.0
308474943,184.31606,-61.303863,14.04
356264134,286.130208,15.404818,14.25
66797025,311.516144,38.293724,13.94
271435617,295.015251,42.141299,14.33
170074183,297.840996,35.960452,14.18
151645315,282.733021,-10.478071,14.02
242904663,295.796832,-9.672055,14.29
334477407,123.138221,10.564975,14.26
126939797,317.093786,26.407119,14.3
9964969,50.482603,-11.259845,13.92
366841172,311.676697,46.428662,14.28
425075516,330.311208,-13.087004,14.3
14005082,14.265589,27.763303,14.05
55586854,110.558912,-16.017569,14.34
1967850858,302.748704,38.10798,14.11
67410006,182.107384,-59.95701,14.0
359138815,181.267893,-76.857937,14.23
220148279,99.12205,7.20349,14.02
383101733,216.217998,-62.56437,14.33
208499311,244.913485,-57.736556,13.9
157100234,275.870417,16.414966,14.1
43901938,78.178626,-9.430715,13.97
261074799,76.2556,44.508745,14.32
423229949,96.318188,58.384287,14.3
73190461,120.674775,-1.636938,14.34
229785541,283.606006,69.897931,14.24
470026675,331.134682,55.447104,14.05
91602495,88.53202,17.768252,14.16
319830342,289.676766,7.012984,14.33
43316469,302.724703,36.447238,13.96
146612334,159.801567,-45.657548,14.1
240178745,292.917731,46.4155,14.34
457850280,218.626008,-50.381757,14.22
3959001,12.438088,-7.043898,13.96
377799312,295.138999,19.641975,14.01
348327272,281.815759,18.387789,14.34
54282826,118.210058,-12.754149,14.32
142276193,192.246071,65.360286,13.93
217034625,245.999847,-52.446631,14.03
100128573,292.379226,-9.739903,14.22
265527807,322.298009,-62.829221,14.18
291156885,190.758631,5.342281,14.36
513014562,34.445874,47.878506,14.17
391093272,60.334556,42.865662,14.11
229770046,282.257546,70.812456,14.05
335020489,226.045656,-42.085602,14.28
304804018,178.137691,-61.492321,14.25
366664421,76.683389,32.376748,14.04
371603115,148.443722,-67.166423,14.29
119461205,100.754907,-9.764236,13.97
264300229,295.800909,68.424491,14.02
377920276,295.110366,18.694883,14.21
453801383,160.035598,-71.994576,14.31
158333642,163.22844,-40.444904,14.13
60231369,121.56716,15.700441,14.04
298050447,191.282926,82.127337,14.27
145905547,123.208967,-32.50889,14.36
192855782,221.889231,-57.29443,14.01
71277966,295.564719,33.851539,14.29
8084396,278.697935,21.799554,14.23
647002004,41.053664,61.55295,14.21
457634605,157.93141,-59.233215,13.89
150246803,94.157385,-63.194586,14.49
46375910,235.351197,-0.119945,14.49
146183625,123.664067,-30.376913,14.62
33085006,253.009449,-33.083572,14.68
318879521,275.703519,9.140195,14.41
71903832,295.862926,34.774821,14.48
188306671,308.138467,45.269841,14.42
68276140,116.628228,-3.568937,14.49
120017739,162.584259,-51.920958,14.67
386512940,139.599914,-55.938483,14.71
329178178,314.467321,47.448014,14.56
380943251,19.287786,0.525088,14.53
196206002,311.132332,46.543012,14.48
1956100031,309.836796,30.744704,14.46
316210401,111.079753,23.012047,14.68
93198134,129.767382,-48.760166,14.61
172865957,299.786544,41.095173,14.66
297350195,180.237815,-66.003615,14.56
367820296,354.684594,77.14997,14.62
323764927,275.452062,-40.499628,14.67
451940416,296.597811,24.600984,14.54
360088761,187.01309,-77.934541,14.61
229751826,280.689543,69.993393,14.45
219569680,305.795012,22.746101,14.61
303450688,308.398593,52.524102,14.67
84366970,100.862044,24.759077,14.44
345292208,220.982701,22.454038,14.67
459443875,162.794044,-56.434477,14.48
345085224,277.658421,-60.523548,14.56
255797489,285.297558,18.53593,14.45
276077884,282.539265,-33.891476,14.41
247637164,86.624444,15.369998,14.69
516299460,166.894118,-57.931603,14.52
262762948,264.468007,-36.143266,14.54
348897865,106.080937,-63.220323,14.6
127263318,116.809257,-25.067652,14.62
395250832,287.253676,14.75412,14.44
463169336,258.763532,-39.969367,14.39
130140198,288.941206,-12.29917,14.52
102573447,89.773114,7.765166,14.67
188870010,342.673174,33.486525,14.46
320471925,250.30513,26.160797,14.55
229712390,278.583618,69.188826,14.67
70789982,88.463018,60.344766,14.38
311308747,284.893901,-12.070923,14.63
261590581,349.894654,-73.078252,14.4
420219026,286.989686,26.48108,14.72
405097003,305.159834,0.920584,14.6
310811375,152.961815,-51.207786,14.69
391678173,291.259854,4.328358,14.65
272041181,355.408073,60.549375,14.7
361560062,304.837968,19.347617,14.38
102540577,283.9993,7.1144,14.55
239896374,93.480273,34.85788,14.44
165945160,195.095073,30.536668,14.51
394015319,262.074788,22.18808,14.48
313557128,344.934517,56.591065,14.42
417497411,308.680259,21.379302,14.51
338685040,189.896835,-61.79414,14.4
137078673,28.830422,74.625493,14.64
304876499,322.478794,36.576718,14.58
44446770,145.444857,-38.805531,14.39
408688061,319.114656,13.519368,14.37
239055283,84.342113,38.463236,14.58
467851846,169.552364,-60.076774,14.58
307379353,98.72699,13.674968,14.4
166383528,206.880518,-38.835191,14.7
468471467,321.163895,40.357183,14.45
366929136,311.932006,46.779624,14.42
69492951,296.563434,9.241643,14.66
213632815,294.226098,26.854693,14.62
465334170,163.201455,-61.936812,14.58
285297743,272.892449,19.041723,14.71
278117209,279.732807,18.252828,14.49
90130748,127.704636,-48.06001,14.54
423553806,294.947864,23.16131,14.62
267574177,284.262137,53.426322,14.67
249784260,339.621221,53.385864,14.42
322085933,175.701296,-61.782171,14.49
121490919,343.571526,-46.653229,14.53
86817096,57.791034,57.500789,14.4
19932586,84.826642,23.481072,14.69
48552849,298.966047,-14.321578,14.44
366132205,301.867547,6.651743,14.59
40220617,300.338587,36.580806,14.58
451041955,170.299807,-57.40438,14.49
458299617,159.693175,-56.799982,14.44
390730434,206.37072,9.707748,14.4
464064971,155.338405,-58.243144,14.63
233542350,281.119692,63.65069,14.64
385259303,49.068452,56.874514,14.55
468658156,314.788056,47.810394,14.43
421972575,21.643059,63.379341,14.72
199612647,249.408331,54.68537,14.68
386850204,139.961438,-56.02832,14.4
359416109,265.43933,26.342368,14.42
277909276,284.10012,-35.158082,14.72
162951253,280.709573,-6.793278,14.56
385172724,137.506249,-58.942532,14.67
379037786,303.922068,32.244291,14.59
55476985,71.249359,-61.01659,14.86
417489696,308.623312,22.720377,14.97
125941416,115.278401,-29.207571,14.95
125365552,320.908884,37.415903,14.84
351953147,14.048192,69.501529,14.94
207754858,243.868577,-54.404988,14.76
458340718,159.811685,-55.102477,14.73
64690585,107.047287,-28.985447,14.74
160147404,238.109655,88.834461,14.89
412628074,193.100021,-59.877384,14.83
2011335425,323.163666,48.812457,14.98
147441723,125.105017,-34.662995,14.92
146949445,282.271836,-8.011307,14.84
264401494,298.529777,49.495328,14.73
46892841,258.416913,-30.063441,14.95
385139198,276.602302,-6.328683,14.98
22228965,270.116656,30.328731,14.99
309653965,78.794637,-65.310352,14.85
1271033182,258.905616,53.711389,14.76
239883893,93.19882,30.742432,14.93
20212807,227.063001,39.004832,14.96
233666475,250.4693,-47.270292,14.91
394867664,291.601669,33.660483,14.8
57131520,274.198745,-38.983961,14.94
235808468,282.574353,14.172945,14.99
100424264,263.167349,-30.484745,14.98
356438647,289.742716,23.660366,14.76
339901386,200.839088,-68.438533,14.84
272992785,239.955088,3.318864,14.79
319414089,350.853066,58.812996,14.86
239187202,113.730803,32.928592,14.98
344493385,156.070895,-71.625863,14.94
236322059,241.300473,27.830309,14.83
622656974,20.453083,41.889785,14.76
24657372,349.549439,49.312252,15.0
374759769,293.923926,21.094228,14.94
45375947,92.333314,23.47345,14.95
237507898,102.819468,4.791999,14.88
12928088,305.045189,39.827793,14.91
394602680,201.55542,-75.801058,14.74
403653178,286.44515,-2.48057,14.95
80644534,105.80536,-21.867082,14.87
385467422,335.720892,19.732831,14.81
351609866,13.322719,70.582775,14.93
449836177,201.357003,-61.274355,15.0
51869521,136.326159,-19.612692,14.95
1966166204,301.988551,35.379208,15.0
29260883,236.777179,38.250596,14.94
311298006,247.901384,28.974046,14.95
8563543,288.857769,-2.986814,14.99
28515500,277.949716,-32.267149,14.94
1326118009,253.564912,-51.680819,14.87
338112339,283.263903,14.339028,14.88
58593381,239.269134,-39.443443,14.93
338161179,338.074476,64.278358,14.97
102370006,299.369046,31.746256,14.94
403618454,27.937569,58.266525,14.88
70598890,60.873932,-14.466915,14.78
369389016,52.08111,70.594501,14.92
386543695,276.915845,-11.167428,14.99
122818891,286.369114,-6.13727,14.9
329814247,212.694383,-49.728059,14.96
398493152,332.346257,5.631378,14.81
346535587,253.543603,-49.187709,14.82
332927577,276.11734,-13.877963,14.93
123520305,287.53359,-9.295753,14.88
421566477,240.033685,-54.295387,14.93
315681366,245.054313,-52.589875,14.78
139739694,126.688105,-46.658579,14.99
281172097,144.827321,-51.149215,14.91
383287339,134.234316,-59.277085,14.9
145593952,132.573213,-48.905308,14.89
283160340,313.414487,29.36549,14.92
16343628,274.954951,-7.787282,14.89
98787140,290.547287,-11.091347,14.98
419745655,10.722514,65.106982,14.83
3478796,290.056199,-11.044503,14.73
411929530,79.328961,17.066917,14.89
31165161,288.192109,-34.359006,14.85
450445835,186.118015,-60.481176,14.94
367853691,276.492802,75.54477,14.83
3516799,139.337284,-41.558754,14.77
373101514,139.892014,-53.025248,14.84
441849650,145.677136,-54.185575,14.89
400871834,178.390016,-53.849673,15.14
62281583,274.385814,-34.186596,14.74
452988263,8.637095,59.320178,14.93
426236217,239.509399,-72.318516,14.9
435410981,193.021691,-65.147452,14.83
73928182,263.677684,-53.929146,14.89
810800604,137.907348,-53.473784,14.73
8347978,245.389168,34.455388,14.78
284745381,78.13913,35.415681,14.76
24143229,248.656712,-51.68054,14.85
7167704,288.476308,-16.066646,14.88
806642213,123.14759,-59.685686,14.82
419078364,305.872343,0.508571,14.96
269666311,301.610629,66.798609,14.85
154149959,266.516437,-39.81785,14.73
80990897,122.548537,-42.302722,14.83
