TIC,RAJ2000,DEJ2000,Tmag
229612169,277.666974,73.076424,14.31
305117967,178.483793,-63.903909,13.99
466506609,166.338679,-60.457657,14.13
117156027,319.514069,30.987711,14.1
161099836,227.902326,-42.203593,14.31
307511724,285.7333,-0.802869,14.23
260354037,95.108642,-54.915611,14.18
403676355,111.388367,-7.228687,14.05
464750131,156.927654,-59.735095,14.05
386205667,111.667897,-14.0351,14.08
67246159,311.833847,37.381046,14.1
145599024,132.600936,-50.083942,14.27
88113104,303.76706,13.030397,14.36
405257804,114.150006,-17.533195,14.16
394004289,261.957596,15.236211,14.15
393920906,128.331717,-35.366616,14.2
452555052,142.198798,-72.582534,14.32
414578031,336.90794,55.375947,13.9
275362770,11.921,73.961953,14.23
468888299,56.670658,11.612646,14.19
13841475,37.555441,63.471392,14.06
63206698,292.391812,46.064062,13.98
373954440,28.165453,65.344655,14.3
142837844,119.06046,-23.481404,14.21
83759084,217.007696,-26.413966,14.28
256179853,276.275827,20.251637,13.95
457564239,157.848459,-54.675106,14.31
219585594,305.943607,22.0966,14.23
10039469,269.92788,-8.299916,13.93
62040572,274.378613,-30.380892,14.33
453947226,154.125421,-66.945496,14.02
319665963,95.146078,18.442788,14.15
410907335,160.5068,-53.042529,13.89
286002257,32.11268,63.461927,14.06
260354071,95.087545,-54.970431,14.23
341795566,121.717859,-57.903315,14.22
75629896,139.183704,-42.801405,14.3
149927541,162.003489,61.28852,14.03
308473058,184.106443,-61.102722,14.27
356264264,286.218732,15.419568,14.33
66797933,311.444099,38.136418,14.16
271434158,295.143069,42.655427,13.99
170070466,297.890764,36.481251,14.16
151642565,166.952094,-38.079879,14.11
242904229,295.861093,-9.469032,14.05
334477692,123.111247,9.995305,13.95
126939649,317.037939,26.318868,14.3
9970471,287.645851,19.936537,13.95
366840401,311.687529,46.31558,13.91
425071197,330.113368,-12.129276,14.27
14005721,14.246034,25.659475,13.92
55585164,110.513395,-15.500148,14.2
1967831283,302.787399,37.783299,14.31
67412186,182.077029,-59.572984,14.1
359140116,181.571668,-75.829056,14.31
220140862,99.038383,7.841285,14.06
383109701,216.315232,-61.892645,14.22
208490570,244.87579,-58.787954,13.96
157100087,275.848025,16.348104,14.24
43898709,303.081715,36.008332,14.3
261068464,76.3168,47.105256,14.08
423230517,96.384486,54.923969,14.22
73183863,189.974941,-47.304996,14.36
229785487,283.824391,69.766633,14.26
470026616,331.143237,55.437638,14.31
91602021,88.373125,17.863261,14.09
319828891,289.701938,7.183715,14.11
43316421,302.773714,36.452447,14.18
146612348,159.796288,-45.663537,13.91
240178635,292.96483,46.490738,14.28
457855575,218.717895,-48.970998,14.02
3933500,245.309396,-38.986942,14.01
377799185,295.077459,19.65799,14.29
348327287,281.842125,18.384117,14.02
54280159,118.291812,-14.039976,14.35
142261967,180.501037,-30.31668,14.28
217028234,259.729283,-44.352165,14.32
100128862,292.445945,-9.639676,13.96
265523007,270.542404,-35.858318,14.11
291156298,190.665295,2.753821,14.25
512989037,293.994942,-0.993043,13.99
391092857,60.398667,43.129705,14.36
229769563,282.001346,71.88103,14.19
335026399,332.008054,60.90711,14.33
304803946,178.122716,-61.499181,14.28
366664485,76.668102,32.409467,14.31
371605670,148.341166,-68.203359,14.09
119459681,100.719499,-10.437373,14.09
264299461,295.847815,69.645342,13.94
377920069,295.150173,18.716988,14.11
453802670,160.140834,-72.488277,13.99
158332477,163.163339,-39.134781,13.91
60219968,72.979993,26.897969,14.35
298031901,342.660843,57.968624,14.14
145904137,123.168504,-32.827201,14.27
192855779,221.874853,-57.27372,14.12
71279174,295.54275,34.05011,14.17
8086395,278.723783,22.546808,14.22
647084463,44.952484,61.681774,14.13
457631854,158.019007,-59.547856,13.89
150246762,94.227966,-63.267149,14.61
46373804,235.335319,-5.044032,14.6
146181323,123.496989,-30.058434,14.49
33084982,252.989848,-33.080357,14.52
318885450,42.002832,2.054237,14.45
71903584,295.861139,34.816639,14.66
188304122,308.113403,44.749898,14.38
68273113,116.588679,-5.680478,14.44
120017701,162.647706,-51.926626,14.5
386512936,139.519904,-55.938316,14.4
329180790,314.541619,47.077405,14.66
380942574,19.401779,3.996879,14.54
196202960,311.129771,46.04362,14.55
1956026105,306.857675,32.084437,14.38
316215136,280.144718,-39.246952,14.51
93197975,129.754106,-48.728628,14.41
172830461,127.357621,32.273846,14.48
297357238,180.251842,-66.985068,14.47
367820093,354.603041,77.403453,14.57
323774715,176.641164,-63.245807,14.37
451940481,296.580014,24.607303,14.71
360112109,291.635348,18.75065,14.66
229750292,280.766928,66.745039,14.5
219568206,305.836605,22.317666,14.48
303450873,308.322005,52.592657,14.45
84366964,100.855504,24.763157,14.67
345292716,221.123826,22.421532,14.49
459443806,162.830301,-56.426255,14.49
345086748,281.144957,-76.889776,14.45
255797576,285.33181,18.51932,14.57
276084608,282.580861,-33.206729,14.58
247637169,86.625668,15.371012,14.48
516402299,185.454209,-64.917608,14.7
262774849,264.489824,-36.552274,14.72
348898155,106.201937,-62.737173,14.38
127259977,116.774549,-25.840679,14.54
395250919,287.302286,14.745286,14.63
463166500,258.654888,-39.74839,14.57
130139819,288.907153,-12.213761,14.72
102566477,155.029396,-43.458242,14.6
188855091,233.800778,-50.138755,14.57
320472946,250.258707,28.913395,14.63
229710690,278.394442,70.384089,14.57
70785218,152.006166,-34.367195,14.65
311320037,284.582781,16.414856,14.6
261610152,269.387185,-29.984592,14.7
420219042,286.988137,26.475011,14.72
405097041,305.090349,0.955686,14.56
310813547,152.867258,-50.720374,14.5
391678518,291.287241,4.375537,14.68
272043787,355.534733,61.266303,14.39
361562001,304.831776,18.713231,14.67
102509246,299.437193,35.412677,14.59
239897648,93.571262,34.046903,14.49
165904501,192.376598,-50.097798,14.44
394019805,262.032259,15.600873,14.66
313559692,344.954081,55.746725,14.61
417497378,323.493039,49.945851,14.69
338685900,189.704351,-61.889082,14.49
137056654,237.534613,12.41651,14.67
304877913,322.443695,35.895013,14.67
44446150,145.513121,-38.356416,14.4
408696301,70.222725,31.861963,14.51
239056640,84.301309,39.13366,14.44
467851810,169.552089,-60.07335,14.5
307380812,98.751551,13.092678,14.46
166361703,317.828644,38.509178,14.71
468471963,321.1752,40.543847,14.37
366929144,311.951413,46.778301,14.59
69492839,296.511268,9.263132,14.66
213632656,294.230111,26.839479,14.6
465333807,163.190707,-61.977154,14.5
285298947,272.959759,19.809635,14.53
278121809,279.749542,20.308088,14.61
90130721,127.67944,-48.066713,14.67
423560211,294.84762,23.842444,14.58
267576211,284.549521,51.935142,14.55
249785660,294.205587,-5.675543,14.67
322086056,175.764054,-61.769817,14.57
121468940,342.309517,-45.247218,14.45
86817074,57.847632,57.497405,14.68
19932542,84.822808,23.46006,14.51
48552574,298.87433,-14.09878,14.45
366133550,301.942525,7.214044,14.65
40220507,300.336662,36.595978,14.55
451039310,170.437274,-57.80683,14.38
458295812,159.55851,-57.388977,14.45
390732369,43.982371,61.103881,14.46
464064888,155.350325,-58.234475,14.47
233543319,281.185642,65.70351,14.67
385257088,276.62555,-7.886489,14.58
468658669,314.825957,47.91772,14.65
421974923,339.209757,-3.219176,14.66
199612036,249.304854,55.482547,14.64
386850136,139.977968,-56.017442,14.47
359416156,265.409565,26.284026,14.51
277917453,234.732822,-55.241742,14.46
162949365,280.680262,-6.943975,14.47
385172812,137.472811,-58.970216,14.66
379039437,303.85447,31.973726,14.38
55477016,71.199572,-61.086273,14.81
417489557,35.493401,71.394694,14.84
125936286,317.275478,14.925246,14.92
125365351,320.913814,37.327852,14.99
351942055,246.690399,-41.536356,14.91
207753394,243.876616,-54.265778,15.0
458340700,159.854859,-55.099058,14.74
64687397,322.37836,51.886568,14.79
160147252,238.431978,87.452147,14.87
412633483,193.276393,-59.26073,14.87
2011318169,322.932816,48.369127,14.9
147440772,125.129601,-34.908041,14.9
146947218,282.344697,-7.786468,14.83
264401903,323.592874,78.081406,14.75
46896701,258.418179,-30.41456,14.81
385139532,276.592694,-6.360668,14.99
22229107,270.11114,30.480906,14.78
309663329,125.182582,50.640498,14.94
1270818280,256.038375,47.285833,14.82
239884913,93.278512,30.172831,14.98
20216413,227.567764,41.016179,14.8
233671996,250.481056,-47.927147,14.89
394867579,291.565089,33.681793,14.89
57135731,274.163824,-39.306143,14.84
235808519,282.594203,14.164537,14.75
100424241,263.170138,-30.48308,14.75
356439018,289.72947,23.602759,14.92
339902507,200.818469,-68.212363,14.95
272993880,67.572301,48.278198,14.95
319433145,100.222362,-52.981741,14.9
239187682,113.670238,31.897232,14.81
344494909,156.175658,-70.712968,14.99
236322307,241.311103,26.92209,14.79
622251418,29.178588,47.454053,14.82
24657413,349.545798,49.288206,14.96
374765295,293.854393,20.516326,14.99
45377985,92.433647,23.667918,14.89
237514076,102.856125,2.138077,14.86
12929095,305.039485,39.99828,14.81
394603788,201.474858,-75.158315,14.84
403653820,286.412508,-2.557396,14.92
80642345,105.824897,-21.095366,14.77
385465182,138.081783,-58.367545,14.92
351611163,13.127312,69.794787,14.73
449836001,201.402935,-61.257722,14.87
51870295,136.340948,-20.650375,14.93
1966164973,301.628714,35.596539,14.95
29261991,236.896284,40.125148,14.84
311299033,247.875772,26.049475,14.93
8570398,66.107329,58.307765,14.78
28517182,277.991238,-32.482744,14.79
1325721550,254.911809,-51.878427,14.8
338112769,283.246415,14.264262,14.9
58599336,202.355835,-26.682047,14.85
338163345,337.906879,63.523635,14.96
102373706,299.366936,32.154325,14.93
403617364,288.730729,24.052305,14.79
70600748,295.102217,30.035374,14.8
369395377,12.265287,-21.128261,14.78
386543694,276.914942,-11.16741,14.92
122821443,286.420214,-6.027394,14.92
329819163,281.675014,12.059401,14.9
398475596,179.81242,-57.425722,14.93
346557669,0.100594,56.057724,14.95
332928894,276.077009,-13.965865,14.78
123508954,255.687847,-44.484818,14.91
421567487,239.894445,-55.070881,14.76
315681379,245.043041,-52.588837,14.77
139739718,126.789109,-46.650531,14.87
281172204,144.98433,-51.168912,14.75
383287412,134.168034,-59.309743,14.73
145593909,132.630593,-48.896037,15.47
283161971,321.232191,19.288052,14.92
16349835,275.041671,-8.534893,14.83
98787222,290.592397,-11.113917,14.83
419751492,10.830933,63.760366,14.96
3478259,290.110668,-11.180661,14.73
411931163,79.391742,17.469643,14.74
31170242,288.165768,-31.798106,14.94
450443008,186.034079,-60.770393,14.88
367853726,276.620303,75.457714,14.86
3521345,139.318734,-39.834926,14.73
373101598,139.92187,-53.012998,14.95
441849486,145.754072,-54.125448,14.87
400881317,289.115749,12.72468,14.85
62282699,274.378311,-34.309542,14.74
452988252,8.637137,59.315819,14.9
426243522,280.968802,-13.006167,14.94
435411138,192.995859,-65.166412,14.91
73928199,263.702307,-53.937409,14.8
810694960,137.031052,-53.234481,14.78
8348450,245.295194,32.963218,14.92
284746216,78.066064,35.087933,14.78
24145461,248.530024,-51.642576,14.84
7167732,288.518814,-16.073351,14.81
806289733,125.477128,-64.511357,14.85
419078599,305.7911,0.726384,14.77
269668551,316.515274,22.318779,14.76
154149408,266.510176,-40.558638,14.85
80996206,122.619218,-42.955908,14.9
