TIC,RAJ2000,DEJ2000,Tmag
120001462,162.538523,-52.588871,14.49
386512970,139.591451,-55.944965,14.5
329175039,314.498946,47.897538,14.59
380939751,182.250716,-62.984369,14.58
196147214,315.151302,37.655588,14.68
1955847421,307.097583,31.474613,14.61
316184797,328.301137,56.149657,14.52
93197863,129.606902,-48.708865,14.61
172779889,101.557603,-28.335977,14.72
297314472,224.467148,-63.444116,14.67
367819504,353.461682,83.621076,14.47
323759434,275.527153,-41.910926,14.62
451932342,296.485855,24.017505,14.65
360068795,295.810609,23.735609,14.68
229747597,280.500456,70.858233,14.66
219549710,305.769671,19.715884,14.59
303436548,50.751502,16.312913,14.67
84359829,96.273446,27.984112,14.44
345290724,235.610868,21.20256,14.56
459439463,162.826242,-55.719221,14.7
345057145,277.414603,-62.62184,14.69
255795449,285.285972,18.940015,14.37
276052678,303.320865,30.709762,14.53
247605434,86.465051,14.824269,14.68
516479427,183.392825,-67.588892,14.61
262755917,108.025868,9.672982,14.44
348884775,148.484824,-15.075089,14.71
127234755,84.993693,17.484616,14.58
395257387,287.243193,14.011511,14.42
463160366,258.657194,-39.264426,14.58
130128446,288.707784,-14.253631,14.54
102549044,89.785395,11.922393,14.49
188835167,264.034051,50.785107,14.47
320468884,290.573095,9.641083,14.41
229704983,277.832448,68.934649,14.46
70762350,0.931069,-34.564118,14.65
311300793,247.988497,26.164366,14.52
261575656,185.936403,-55.142299,14.54
420215764,286.971681,27.36747,14.61
405097148,305.165699,1.045111,14.39
310795195,255.032842,-76.216817,14.64
391690270,291.264131,6.035268,14.52
272011962,153.22476,-43.583788,14.46
361543216,296.379507,20.160981,14.63
102496902,299.350678,33.708798,14.61
239889459,93.415949,32.392797,14.54
165852941,317.031102,37.872233,14.41
394020116,262.028734,15.990427,14.44
313537979,308.495617,31.373661,14.39
417496913,308.632525,21.47133,14.57
338675882,189.663218,-60.80769,14.51
137055188,235.43202,21.550903,14.69
304848010,281.422343,-53.856719,14.51
44439670,145.436062,-38.939171,14.58
408692702,70.236742,34.82994,14.55
239043205,84.157712,39.575283,14.58
467849513,169.351214,-60.000305,14.68
307369196,98.76764,17.902218,14.61
166340031,273.605454,13.509986,14.72
468472558,321.190068,40.740803,14.62
366921505,302.947944,6.169577,14.41
69463091,294.4697,31.923455,14.7
213597156,277.365991,-10.502529,14.58
465332211,263.685711,-37.547833,14.48
285296222,272.966321,18.103664,14.37
278112560,303.217406,23.100562,14.62
90118012,301.631267,30.592616,14.46
423574742,235.025487,-60.342111,14.72
267572186,284.214741,51.186569,14.44
249773381,339.618862,49.373169,14.55
322079215,175.650681,-62.429189,14.37
121457897,288.017648,38.91988,14.44
86800174,98.443591,24.430171,14.42
19909340,140.654333,-30.633842,14.67
48550850,298.905992,-12.776708,14.68
366124498,273.885404,53.581721,14.46
40219110,300.45272,36.780947,14.67
451037961,170.378735,-58.010976,14.59
458293785,159.631826,-57.678219,14.56
390737347,44.028388,62.817438,14.71
464063580,155.217845,-58.084171,14.57
233534328,280.65371,60.238753,14.62
385256497,276.634134,-7.863082,14.68
468658713,314.813442,47.929592,14.52
421973310,21.558589,65.695017,14.62
199609083,248.811746,54.713002,14.5
386850246,140.038483,-56.035808,14.62
359414030,265.427206,29.089963,14.54
277876409,156.965837,4.465516,14.61
162918014,171.67936,-44.297761,14.6
385165957,137.472555,-57.004798,14.63
379012394,180.746392,-62.690922,14.59
55481509,71.369283,-60.149905,14.94
417490001,308.649151,22.661083,14.78
126024768,46.013262,32.654599,14.78
125403207,209.51568,-19.179163,14.83
351937167,305.064405,48.610951,14.78
207760490,243.860935,-54.94165,14.95
458342304,159.801155,-55.404209,14.86
64728461,111.956372,-5.423206,14.91
160174135,322.112198,31.584163,14.9
412633548,193.275527,-59.251626,14.99
2011242501,322.007773,47.883399,14.88
147448721,125.105062,-32.830454,14.94
146966972,124.461174,-33.906289,14.85
264398548,298.581555,50.864537,14.74
46919644,266.79344,-2.413811,14.95
385132878,276.404108,-6.294583,14.77
22231557,270.185348,33.421022,14.83
309626635,125.643034,-63.799083,14.86
1270649603,251.450288,39.102038,14.75
239885496,93.421392,30.014614,14.98
20217296,85.387828,22.41181,14.81
233659282,259.827412,62.677401,14.77
394867529,291.630834,33.694417,14.88
57170798,283.976603,-0.316409,14.98
235807976,282.535418,14.268957,14.9
100486037,292.710741,-8.84976,14.99
356436141,262.726793,23.118428,14.98
339897003,200.786081,-69.394312,14.77
272990243,239.78009,2.561152,14.85
319406456,350.539958,58.441601,14.75
239187694,113.670263,31.874264,14.89
344490174,252.197382,-54.522983,14.98
236321826,241.303907,28.624071,14.75
621768558,28.081004,42.591927,14.91
24671839,271.90992,6.989539,14.76
374750346,150.891422,-61.387988,14.84
45406337,130.493705,-54.50278,14.96
237513289,102.830658,2.42566,14.87
12933985,298.59881,27.359466,14.95
394600714,201.411659,-77.172001,14.94
403655729,288.935819,24.018415,14.84
80664093,87.675716,10.817725,14.78
385463098,138.131625,-59.027848,14.91
351595803,253.98541,19.197276,14.96
449834981,201.338027,-61.164997,14.74
51894332,97.963535,-30.853876,14.78
1966155039,301.54968,35.38894,14.88
29275038,86.167759,22.792447,14.95
311276337,247.662432,24.713201,14.91
8575745,247.385086,32.641262,14.9
28517652,277.939561,-32.537264,14.85
1325274504,253.533743,-52.078647,14.97
338106162,252.948425,-37.968969,14.99
58616508,290.07298,-0.367891,15.0
338145155,155.93362,-63.010328,14.97
102426073,154.877071,-42.335705,14.89
403625194,27.97394,55.185664,14.93
70609405,295.225263,30.777067,14.85
369341817,262.728058,-51.670802,14.94
386539709,144.740124,-15.132032,14.91
122835497,277.84563,44.167699,14.87
329787152,192.540098,-66.743747,14.79
398471045,179.865578,-58.374603,14.79
346511517,255.785068,-37.946473,14.99
332923127,276.124753,-13.58169,14.98
123527372,287.530861,-7.815108,14.79
421580853,240.02896,-54.298208,14.8
315667274,244.9737,-53.96606,14.74
139739961,126.795478,-46.5791,14.78
281171267,144.909333,-50.994708,14.89
383287204,134.191918,-59.224513,14.97
145598830,132.561968,-50.043747,14.88
283156382,313.456811,27.561779,14.96
16376276,101.590892,36.774856,14.85
98799090,283.495457,7.933243,14.86
419752487,10.741303,65.09684,14.84
3479770,290.07101,-10.796973,14.92
411926081,79.36879,13.704975,14.93
31208139,265.47323,-45.458339,14.82
450458029,186.418481,-60.799501,14.73
367849674,81.588181,37.726912,14.79
3521405,139.324127,-39.814707,14.76
373087699,137.968391,-52.505072,14.77
441813570,267.481453,75.691681,14.8
400871803,178.356243,-53.841922,14.99
62329793,318.773343,48.953849,14.89
452989647,8.754556,59.860127,14.82
426255900,85.623597,36.024581,14.86
435411143,192.984057,-65.166854,14.99
73994520,236.957248,-59.429065,14.73
810681765,136.49899,-53.385709,14.81
8348741,245.389714,32.146408,14.79
284726139,10.579009,62.695002,14.87
24159513,243.12299,39.224052,14.86
7167803,288.523217,-16.086569,14.89
806175804,128.466777,-65.108549,14.93
419078625,305.878677,0.74418,14.96
269665654,301.303737,65.911854,14.74
154168756,121.581982,-24.678049,14.77
81060695,91.711755,26.94647,14.94
